card_variant_id,card_canonical_code,card_card_code,card_name,candidate_market_product_pk,candidate_market_product_external_id,match_score,match_reasons,ambiguity_notes,pool_size,scored_candidates,match_confidence,needs_manual_review
1322,OP02-037,,Nico Robin,543,486357,55,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_mismatch_penalty;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,medium_confidence_tier,1,1,medium,0
1327,OP02-039,,Franky,545,486361,55,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_mismatch_penalty;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,medium_confidence_tier,1,1,medium,0
1330,OP02-040,,Brook,546,486363,55,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_mismatch_penalty;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
1333,OP02-041,,Monkey.D.Luffy,467,482337,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
1340,OP02-043,,Roronoa Zoro,549,486371,55,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_mismatch_penalty;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,medium_confidence_tier,1,1,medium,0
1345,OP02-045,,Three Sword Style Oni Giri,551,486375,55,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_mismatch_penalty;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,medium_confidence_tier,1,1,medium,0
1354,OP02-049,,Emporio.Ivankov,487,483949,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
1360,OP02-051,,Emporio.Ivankov,511,485812,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
1379,OP02-058,,Buggy,512,485813,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
1393,OP02-062,,Monkey.D.Luffy,513,485814,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
1418,OP02-071,,Magellan,488,484134,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
1422,OP02-072,,Zephyr,489,484314,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
1426,OP02-073,,Little Sadi,509,485457,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
1452,OP02-085,,Magellan,510,485459,103,market_number_eq_canonical_or_extracted;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
1479,OP02-093,,Smoker,490,484476,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
1482,OP02-093,,Smoker,490,484476,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
1487,OP02-096,,Kuzan,494,485162,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=5; flagged_needs_manual_review,5,5,medium,1
1490,OP02-096,,Kuzan,494,485162,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=5; flagged_needs_manual_review,5,5,medium,1
1499,OP02-099,,Sakazuki,506,485255,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=6; multiple_scored_candidates n=6; flagged_needs_manual_review,6,6,medium,1
1504,OP02-099,,Sakazuki,506,485255,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=6; multiple_scored_candidates n=6; flagged_needs_manual_review,6,6,medium,1
1555,OP02-114,,Borsalino,493,485087,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=5; flagged_needs_manual_review,5,5,medium,1
1558,OP02-114,,Borsalino,493,485087,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=5; flagged_needs_manual_review,5,5,medium,1
1562,OP02-115,,Monkey.D.Garp,492,484822,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
1581,OP02-120,,Uta,482,483360,93,market_number_eq_canonical_or_extracted;set_code_match;alt_art_signal;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
1582,OP02-120,,Uta,482,483360,93,market_number_eq_canonical_or_extracted;set_code_match;alt_art_signal;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
1587,OP02-121,,Kuzan,508,485456,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
1590,OP02-121,,Kuzan,508,485456,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
1594,OP03-001,,Portgas.D.Ace,1994,497934,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
1629,OP03-009,,Haruta,2033,499887,67,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_mismatch_penalty;rarity_match;card_name_substring_product;source_tcgcsv,medium_confidence_tier,1,1,medium,0
1639,OP03-013,,Marco,2011,498597,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
1640,OP03-013,,Marco,2011,498597,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
1641,OP03-013,,Marco,2011,498597,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
1654,OP03-018,,Fire Fist,2013,498784,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
1662,OP03-021,,Kuro,1996,498039,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
1666,OP03-022,,Arlong,1998,498064,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
1672,OP03-024,,Gin,2015,498862,105,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
1676,OP03-025,,Krieg,2017,499029,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
1713,OP03-040,,Nami,2000,498254,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
1717,OP03-041,,Usopp,2019,499191,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
1738,OP03-047,,Zeff,2021,499287,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
1778,OP03-058,,Iceburg,2002,498297,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
1800,OP03-066,,Paulie,2023,499400,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
1827,OP03-076,,Rob Lucci,2008,498486,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
1831,OP03-077,,Charlotte Linlin,2004,498482,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
1835,OP03-078,,Issho,2025,499498,103,market_number_eq_canonical_or_extracted;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
1848,OP03-080,,Kaku,2091,500018,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
1852,OP03-081,,Kalifa,2093,500020,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
1853,OP03-081,,Kalifa,2093,500020,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
1865,OP03-086,,Spandam,2099,500033,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=8; multiple_scored_candidates n=8; flagged_needs_manual_review,8,8,medium,1
1893,OP03-092,,Rob Lucci,2106,500041,115,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
1894,OP03-092,,Rob Lucci,2106,500041,103,market_number_eq_canonical_or_extracted;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
1915,OP03-099,,Charlotte Katakuri,2006,498484,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
1918,OP03-099,,Charlotte Katakuri,2006,498484,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
1943,OP03-108,,Charlotte Cracker,2121,500079,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
1946,OP03-108,,Charlotte Cracker,2121,500079,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
1963,OP03-112,,Charlotte Pudding,2126,500086,115,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=9; multiple_scored_candidates n=9; flagged_needs_manual_review,9,9,medium,1
1964,OP03-112,,Charlotte Pudding,2126,500086,103,market_number_eq_canonical_or_extracted;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=9; multiple_scored_candidates n=9; flagged_needs_manual_review,9,9,medium,1
1965,OP03-112,,Charlotte Pudding,2126,500086,115,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=9; multiple_scored_candidates n=9; flagged_needs_manual_review,9,9,medium,1
1975,OP03-113,,Charlotte Perospero,2128,500090,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
1978,OP03-113,,Charlotte Perospero,2128,500090,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
1982,OP03-114,,Charlotte Linlin,2130,500093,115,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
1983,OP03-114,,Charlotte Linlin,2130,500093,103,market_number_eq_canonical_or_extracted;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
1990,OP03-115,,Streusen,2131,500094,67,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_mismatch_penalty;rarity_match;card_name_substring_product;source_tcgcsv,medium_confidence_tier,1,1,medium,0
2007,OP03-118,,Ikoku Sovereignty,2134,500105,67,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_mismatch_penalty;rarity_match;card_name_substring_product;source_tcgcsv,medium_confidence_tier,1,1,medium,0
2029,OP03-123,,Charlotte Katakuri,2141,500122,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=5; flagged_needs_manual_review,5,5,medium,1
2030,OP03-123,,Charlotte Katakuri,2141,500122,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=5; flagged_needs_manual_review,5,5,medium,1
2034,OP03-123,,Charlotte Katakuri,2141,500122,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=5; flagged_needs_manual_review,5,5,medium,1
2038,OP04-001,,Nefeltari Vivi,2210,510774,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
2067,OP04-013,,Pell,2222,512613,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
2084,OP04-019,,Donquixote Doflamingo,2212,510897,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
2088,OP04-020,,Issho,2216,510996,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
2098,OP04-024,,Sugar,2224,512876,115,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
2110,OP04-028,,Diamante,2226,512961,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
2120,OP04-030,,Trebol,2228,513308,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
2124,OP04-031,,Donquixote Doflamingo,2230,513466,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
2127,OP04-031,,Donquixote Doflamingo,2230,513466,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
2154,OP04-039,,Rebecca,2214,510994,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
2158,OP04-040,,Queen,2218,511401,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
2168,OP04-044,,Kaido,2232,513823,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=5; flagged_needs_manual_review,5,5,medium,1
2169,OP04-044,,Kaido,2232,513823,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=5; flagged_needs_manual_review,5,5,medium,1
2170,OP04-044,,Kaido,2232,513823,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=5; flagged_needs_manual_review,5,5,medium,1
2174,OP04-044,,Kaido,2232,513823,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=5; flagged_needs_manual_review,5,5,medium,1
2190,OP04-051,,Who's.Who,2235,514031,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
2211,OP04-058,,Crocodile,2220,511766,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
2217,OP04-060,,Crocodile,2239,514248,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
2227,OP04-064,,Ms. All Sunday,2237,514246,115,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
2247,OP04-072,,Mr.5(Gem),2241,514254,123,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;name_token_overlap;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
2271,OP04-082,,Kyros,2243,514437,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
2306,OP04-090,,Monkey.D.Luffy,2247,515279,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
2339,OP04-100,,"Capone""Gang""Bege",2249,515281,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=9; multiple_scored_candidates n=9; flagged_needs_manual_review,9,9,medium,1
2340,OP04-100,,"Capone""Gang""Bege",2249,515281,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=9; multiple_scored_candidates n=9; flagged_needs_manual_review,9,9,medium,1
2345,OP04-100,,"Capone""Gang""Bege",2249,515281,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=9; multiple_scored_candidates n=9; flagged_needs_manual_review,9,9,medium,1
2355,OP04-104,,Sanji,2251,515283,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
2358,OP04-104,,Sanji,2251,515283,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
2378,OP04-112,,Yamato,2253,515310,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=7; multiple_scored_candidates n=7; flagged_needs_manual_review,7,7,medium,1
2379,OP04-112,,Yamato,2253,515310,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=7; multiple_scored_candidates n=7; flagged_needs_manual_review,7,7,medium,1
2382,OP04-112,,Yamato,2253,515310,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=7; multiple_scored_candidates n=7; flagged_needs_manual_review,7,7,medium,1
2396,OP04-118,,Nefeltari Vivi,2255,515333,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
2400,OP04-119,,Donquixote Rosinante,2257,515848,115,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
2406,OP05-001,,Sabo,2374,527007,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
2411,OP05-002,,Belo Betty,2375,527008,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
2427,OP05-006,,Koala,2402,527664,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=5; flagged_needs_manual_review,5,5,medium,1
2431,OP05-006,,Koala,2402,527664,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=5; flagged_needs_manual_review,5,5,medium,1
2435,OP05-007,,Sabo,2397,527659,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=5; flagged_needs_manual_review,5,5,medium,1
2439,OP05-007,,Sabo,2397,527659,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=5; flagged_needs_manual_review,5,5,medium,1
2462,OP05-015,,Belo Betty,2417,528168,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=7; multiple_scored_candidates n=7; flagged_needs_manual_review,7,7,medium,1
2467,OP05-015,,Belo Betty,2417,528168,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=7; multiple_scored_candidates n=7; flagged_needs_manual_review,7,7,medium,1
2486,OP05-022,,Donquixote Rosinante,2377,527010,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
2514,OP05-032,,Pica,2451,528578,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
2520,OP05-034,,Baby 5,2410,527874,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=6; multiple_scored_candidates n=6; flagged_needs_manual_review,6,6,medium,1
2525,OP05-034,,Baby 5,2410,527874,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=6; multiple_scored_candidates n=6; flagged_needs_manual_review,6,6,medium,1
2548,OP05-041,,Sakazuki,2378,527011,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
