table_name,cid,column_name,type,notnull,default_value,pk
official_rule_notices,3,source_url,TEXT,1,'',0
official_rule_notices,4,source_reference,TEXT,1,'',0
official_rule_notices,5,region,TEXT,1,'',0
official_rule_notices,6,format_name,TEXT,1,'standard',0
official_rule_notices,7,notice_type,TEXT,1,'other',0
official_rule_notices,8,published_at,TEXT,1,'',0
official_rule_notices,9,effective_at,TEXT,1,'',0
official_rule_notices,10,status,TEXT,1,'current',0
official_rule_notices,11,summary,TEXT,1,'',0
official_rule_notices,12,payload_json,TEXT,1,'{}',0
official_rule_notices,13,updated_at,TEXT,1,'',0
official_source_refs,0,id,INTEGER,0,,1
official_source_refs,1,canonical_card_id,INTEGER,0,,0
official_source_refs,2,printing_id,INTEGER,0,,0
official_source_refs,3,source_type,TEXT,0,,0
official_source_refs,4,source_url,TEXT,0,,0
official_source_refs,5,source_label,TEXT,0,,0
official_source_refs,6,extracted_field,TEXT,0,,0
official_source_refs,7,extracted_value,TEXT,0,,0
official_source_refs,8,verified_at,TEXT,0,,0
official_source_refs,9,created_at,TEXT,0,datetime('now'),0
printing_market_map,0,id,INTEGER,0,,1
printing_market_map,1,printing_id,INTEGER,1,,0
printing_market_map,2,market_product_id,INTEGER,1,,0
printing_market_map,3,mapping_confidence,TEXT,1,'UNVERIFIED',0
printing_market_map,4,mapping_method,TEXT,0,,0
printing_market_map,5,mapping_notes,TEXT,0,,0
printing_market_map,6,is_preferred,INTEGER,0,1,0
printing_market_map,7,created_at,TEXT,0,datetime('now'),0
printing_market_map,8,updated_at,TEXT,0,,0
sets,0,id,INTEGER,0,,1
sets,1,set_code,TEXT,1,,0
sets,2,set_name,TEXT,1,'',0
sets,3,series_code_display,TEXT,1,'',0
sets,4,series_id,TEXT,1,'',0
sets,5,sources_json,TEXT,1,'[]',0
tcgplayer_products,0,id,INTEGER,0,,1
tcgplayer_products,1,product_id,INTEGER,1,,0
tcgplayer_products,2,group_id,INTEGER,1,,0
tcgplayer_products,3,name,TEXT,1,,0
tcgplayer_products,4,clean_name,TEXT,0,,0
tcgplayer_products,5,card_code,TEXT,0,,0
tcgplayer_products,6,parsed_variant_key,TEXT,0,,0
tcgplayer_products,7,card_variant_id,INTEGER,0,,0
tcgplayer_products,8,market_price,REAL,0,,0
tcgplayer_products,9,mid_price,REAL,0,,0
tcgplayer_products,10,low_price,REAL,0,,0
tcgplayer_products,11,price_updated_at,TEXT,0,,0
tcgplayer_products,12,created_at,TEXT,0,datetime('now'),0
tcgplayer_products,13,updated_at,TEXT,0,,0
