card_id,insight_type,insight_text,confidence,updated_at,quality_tier,source_ref,leader_code,generated_at,used_sections_json,sync_reason,source_updated_at,approval_state,is_upcoming
OP01-025,usage,Roronoa Zoro is a flex piece in OP01-001 lists. You’ll see it in a solid chunk of those lists.,0.708,2026-03-21 18:50:02,contextual,deck_intel|official-cardlist,OP01-001,1774144797,"[""top_leaders"", ""usage_meta""]",stale_promising_followup,2026-03-22 02:14:12,,0
OP01-026,usage,Gum-Gum Fire-Fist Pistol Red Hawk is a core piece in OP01-001 lists. It’s almost always played at four copies.,0.89,2026-03-21 18:50:02,evidenced,deck_intel|official-cardlist|optcg-api,OP01-001,1774144797,"[""top_leaders"", ""usage_meta""]",publish_eligible_allowlist,2026-03-22 15:28:36,,0
OP01-027,usage,Round Table is a flex piece in OP01-001 lists. You’ll see it in a solid chunk of those lists.,0.708,2026-03-21 18:50:02,contextual,deck_intel|official-cardlist,OP01-001,1774144798,"[""top_leaders"", ""usage_meta""]",stale_promising_followup,2026-03-22 02:14:14,,0
OP01-028,usage,Green Star Rafflesia is a flex piece in OP01-001 lists. You’ll see it in a solid chunk of those lists.,0.636,2026-03-21 18:50:02,contextual,deck_intel|official-cardlist,OP01-001,1774144798,"[""top_leaders"", ""usage_meta""]",publish_eligible_allowlist,2026-03-22 02:14:16,,0
OP01-029,usage,Radical Beam!! is a core piece in OP01-001 lists.,0.781,2026-03-21 18:50:02,contextual,deck_intel|official-cardlist|optcg-api,OP01-001,1774144798,"[""top_leaders"", ""usage_meta""]",publish_eligible_allowlist,2026-03-22 15:28:36,,0
OP01-030,usage,In Two Years!! At the Sabaody Archipelago!!,0.672,2026-03-21 18:50:02,contextual,deck_intel|official-cardlist,OP01-001,1774144798,"[""top_leaders"", ""usage_meta""]",stale_promising_followup,2026-03-22 02:14:19,,0
OP01-004,usage,Usopp is a core piece in OP01-001 lists. It’s almost always played at four copies.,0.89,2026-03-21 18:50:02,evidenced,deck_intel|official-cardlist|optcg-api,OP01-001,1774144802,"[""top_leaders"", ""usage_meta""]",publish_eligible_allowlist,2026-03-27 08:04:34,,0
OP01-005,usage,Uta is a core piece in OP01-001 lists. Lists often run about 2.8 copies.,0.781,2026-03-21 18:50:02,contextual,deck_intel|official-cardlist|optcg-api,OP01-001,1774144802,"[""top_leaders"", ""usage_meta""]",publish_eligible_allowlist,2026-03-22 16:30:20,,0
OP01-006,usage,Otama is a flex piece in OP01-001 lists. You’ll see it in a solid chunk of those lists.,0.708,2026-03-21 18:50:02,contextual,deck_intel|official-cardlist,OP01-001,1774144803,"[""top_leaders"", ""usage_meta""]",stale_promising_followup,2026-03-22 02:13:38,,0
OP01-007,usage,Caribou is a flex piece in OP01-001 lists. You’ll see it in a solid chunk of those lists.,0.708,2026-03-21 18:50:02,contextual,deck_intel|official-cardlist,OP01-001,1774144803,"[""top_leaders"", ""usage_meta""]",stale_promising_followup,2026-03-22 02:13:40,,0
OP01-008,usage,Cavendish is a core piece in OP01-001 lists. Lists often run about 2.1 copies.,0.818,2026-03-21 18:50:02,contextual,deck_intel|official-cardlist|optcg-api,OP01-001,1774144803,"[""top_leaders"", ""usage_meta""]",publish_eligible_allowlist,2026-03-22 15:28:36,,0
OP01-010,usage,Komachiyo is a flex piece in OP01-001 lists. You’ll see it in a solid chunk of those lists.,0.672,2026-03-21 18:50:02,contextual,deck_intel|official-cardlist,OP01-001,1774144804,"[""top_leaders"", ""usage_meta""]",stale_promising_followup,2026-03-22 02:13:45,,0
OP01-012,usage,"Sai is a tech option in OP01-001 lists. It shows up, but not in every list.",0.599,2026-03-21 18:50:02,strategic,deck_intel|official-cardlist,OP01-001,1774144804,"[""top_leaders"", ""usage_meta""]",publish_eligible_allowlist,2026-03-22 02:13:49,,0
OP01-013,usage,Sanji is a core piece in OP01-001 lists. It’s almost always played at four copies.,0.89,2026-03-21 18:50:02,evidenced,deck_intel|official-cardlist|optcg-api,OP01-001,1774144804,"[""top_leaders"", ""usage_meta""]",publish_eligible_allowlist,2026-03-22 15:28:36,,0
OP01-014,usage,Jinbe is a flex piece in OP01-001 lists. You’ll see it in a solid chunk of those lists.,0.708,2026-03-21 18:50:02,contextual,deck_intel|official-cardlist,OP01-001,1774144805,"[""top_leaders"", ""usage_meta""]",stale_promising_followup,2026-03-22 02:13:53,,0
OP01-015,usage,Tony Tony.Chopper is a flex piece in OP01-001 lists. You’ll see it in a solid chunk of those lists.,0.708,2026-03-21 18:50:02,contextual,deck_intel|official-cardlist,OP01-001,1774144805,"[""top_leaders"", ""usage_meta""]",stale_promising_followup,2026-03-22 02:13:55,,0
EB03-053,price,"Last watch price for Nami was about $39.47 — treat it as a snapshot, not a quote.",0.74,2026-03-16 12:21:59,contextual,official-cardlist|prices.json,,1774144815,"[""market""]",force_rebuild,2026-03-16T18:27:01Z,,0
EB03-062,price,"Last watch price for Trafalgar Law was about $22.52 — treat it as a snapshot, not a quote.",0.74,2026-03-16 12:21:59,contextual,official-cardlist|prices.json,,1774144817,"[""market""]",publish_eligible_allowlist,2026-03-16T18:27:01Z,,0
EB01-059,ruling,"Banned under current Standard rules — unbanned effective April 1, 2026. Verify your event's format.",0.93,2026-03-22,contextual,official|official-cardlist|official-restriction-notices|optcg-api,,1774144851,"[""legality""]",publish_eligible_allowlist,2026-03-22T12:00:00Z,,0
OP01-060,usage,Donquixote Doflamingo is showing up often enough that it’s worth respecting in deckbuilding.,0.95,2026-03-22 07:10:37,contextual,community-cardlist|limitless|local-catalog|official-cardlist|onepiece-cardgame-dev,,1774164524,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP02-049,usage,Emporio.Ivankov is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist|onepiece-cardgame-dev,,1774164524,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP04-019,usage,Donquixote Doflamingo is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist|onepiece-cardgame-dev|optcg-api,,1774164525,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP04-058,usage,Crocodile is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist|onepiece-cardgame-dev|optcg-api,,1774164525,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP05-001,usage,Sabo is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist|onepiece-cardgame-dev|optcg-api,,1774164526,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP05-002,usage,Belo Betty is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist|onepiece-cardgame-dev|optcg-api,,1774164526,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP05-041,usage,Sakazuki is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist|onepiece-cardgame-dev|optcg-api,,1774164527,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP05-060,usage,Monkey.D.Luffy is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist|onepiece-cardgame-dev,,1774164527,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP05-098,usage,Enel is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist|onepiece-cardgame-dev,,1774164528,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP06-021,usage,Perona is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist|onepiece-cardgame-dev,,1774164530,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP06-022,usage,Yamato is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist|onepiece-cardgame-dev,,1774164531,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP06-042,usage,Vinsmoke Reiju is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist|onepiece-cardgame-dev,,1774164531,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP06-080,usage,Gecko Moria is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist|onepiece-cardgame-dev,,1774164532,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP07-019,usage,Jewelry Bonney is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist|onepiece-cardgame-dev,,1774164533,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP07-038,usage,Boa Hancock is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist|onepiece-cardgame-dev,,1774164534,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP07-059,usage,Foxy is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist|onepiece-cardgame-dev,,1774164535,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP07-079,usage,Rob Lucci is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist|onepiece-cardgame-dev,,1774164536,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP08-001,usage,Tony Tony.Chopper is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist|onepiece-cardgame-dev,,1774164537,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP08-002,usage,Marco is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist|onepiece-cardgame-dev,,1774164537,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP08-021,usage,Carrot is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist|onepiece-cardgame-dev,,1774164538,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP08-057,usage,King is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist|onepiece-cardgame-dev,,1774164538,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP08-058,usage,Charlotte Pudding is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist|onepiece-cardgame-dev,,1774164539,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP08-098,usage,Kalgara is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist|onepiece-cardgame-dev,,1774164539,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP09-022,usage,Lim is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist,,1774164539,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP09-042,usage,Buggy is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist,,1774164540,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP09-061,usage,Monkey.D.Luffy is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist,,1774164540,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP09-062,usage,Nico Robin is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist,,1774164541,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP09-081,usage,Marshall.D.Teach is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist,,1774164541,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP10-001,usage,Smoker is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist,,1774164542,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP10-003,usage,Sugar is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist,,1774164542,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP10-099,usage,"Eustass""Captain""Kid is showing up often enough that it’s worth respecting in deckbuilding.",0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist,,1774164551,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP11-001,usage,Koby is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist,,1774164552,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP11-021,usage,Jinbe is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist,,1774164553,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP11-022,usage,Shirahoshi is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist,,1774164553,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP11-040,usage,Monkey.D.Luffy is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist|official-restriction-notices,,1774164553,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP11-041,usage,Nami is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist,,1774164554,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP11-062,usage,Charlotte Katakuri is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist,,1774164554,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP12-001,usage,Silvers Rayleigh is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist,,1774164554,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP12-020,usage,Roronoa Zoro is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist,,1774164555,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP12-040,usage,Kuzan is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist,,1774164555,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP12-041,usage,Sanji is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist,,1774164556,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP12-061,usage,"The engine. Spend 1 DON!! to knock 2 off the cost of your next big Law — and if that Law ever gets threatened, Rosinante steps in and takes a Life card to hand instead of losing it. The whole deck is built around this protection. Once you get the hang of it, it clicks fast.",0.95,2026-03-24 21:33:38,contextual,operator_knowledge,,1774413218,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP12-081,usage,Koala is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist,,1774164557,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP13-001,usage,Monkey.D.Luffy is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist,,1774164557,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP13-002,usage,"Ace only has 3 Life, which sounds scary — but that's kind of the point. Every time you take damage or one of your big characters gets knocked out, you draw a card. The deck is built to make those trades hurt the opponent more than they hurt you. Once you understand that, Ace stops feeling fragile and starts feeling inevitable.",0.95,2026-03-24 21:33:38,contextual,operator_knowledge,,1774413218,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP13-003,usage,Gol.D.Roger is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist,,1774164559,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP13-004,usage,Sabo is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist,,1774164560,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP13-079,usage,"Imu is the kind of deck that looks like it's doing nothing for the first few turns — and then the whole board arrives at once. The secret is the trash. Build it right, get your Five Elders in the graveyard, and The Empty Throne lets you flood the field for a fraction of what it should cost. Intimidating at first, but once you understand the setup it's one of the most satisfying decks to pilot.",0.95,2026-03-24 21:33:38,evidenced,operator_knowledge,,1774413218,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP13-100,usage,Jewelry Bonney is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist,,1774164561,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP14-001,usage,Trafalgar Law is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist,,1774164562,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP14-020,usage,"Mihawk looks like he has a big drawback — activate the Leader effect and you can't play Characters that turn. But the deck is built so that barely matters. You're spending that refreshed DON!! on Events and effects that do real work anyway. Once the engine clicks you start to feel like the opponent is always one step behind, never quite able to get comfortable.",0.95,2026-03-24 21:33:38,contextual,operator_knowledge,,1774413218,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP14-040,usage,Jinbe is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist,,1774164563,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP14-041,usage,"Boa Hancock flips how you think about Life cards. In most decks Life is just your health bar — here it's loaded with Characters waiting to hit the field. Every time the opponent attacks and triggers one, you draw a card. They're essentially helping you build your board. Once that clicks, you start to understand why opponents get frustrated playing against this deck.",0.95,2026-03-24 21:33:38,evidenced,operator_knowledge,,1774413218,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP14-060,usage,Donquixote Doflamingo is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist,,1774164564,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP14-079,usage,Crocodile is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist,,1774164565,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP14-080,usage,Gecko Moria is showing up often enough that it’s worth respecting in deckbuilding.,0.93,2026-03-22 07:10:37,contextual,limitless|local-catalog|official-cardlist,,1774164566,"[""usage_meta""]",publish_eligible_allowlist,2026-03-22 07:10:37,,0
OP02-024,ruling,"Banned under current Standard rules — unbanned effective April 1, 2026. Verify your event's format.",0.93,2026-03-22,contextual,official|official-cardlist,,1774326655,"[""legality""]",publish_eligible_allowlist,2026-03-22T12:00:00Z,,0
P-093,usage,"This one surprised a lot of people when it dropped. It's a solid Blocker that actually gives you a rested DON!! back when you enter it — as long as you're at equal or less DON!! than your opponent. In Rosinante that condition is almost always met, so you get to defend without really losing your momentum. Great pickup.",0.95,2026-03-24 21:33:38,contextual,operator_knowledge,,1774413218,[],operator_authored_session_2026_03_24,,,0
EB04-038,usage,"This card was basically made for this deck. It counts as both Law and Rosinante, so it gets the cost reduction and the Leader protection. On top of that, when it enters you draw a card and get an active DON!! back. Big Blocker that keeps your engine running — exactly what the deck needed.",0.95,2026-03-24 21:33:38,contextual,operator_knowledge,,1774413218,[],operator_authored_session_2026_03_24,,,0
EB03-062,usage,"This is the card that really pushed Rosinante into a different tier. It comes in swinging with Rush, and then you can activate its effect to trash it, add a Life card back, and drop another Law from your hand. So one card becomes an attack, some Life recovery, and a fresh threat. Once you see it go off for the first time it makes total sense.",0.95,2026-03-24 21:33:38,contextual,operator_knowledge,,1774413218,[],operator_authored_session_2026_03_24,,,0
OP12-073,usage,"Your big midgame play. Eight thousand power for 7 cost, and when it enters it recovers a DON!! and pumps all your Rosinante and Heart Pirates characters by 1000 until your opponent's next turn. In a deck that intentionally runs low on DON!!, the ramp back is huge. This is usually what you're setting up toward.",0.95,2026-03-24 21:33:38,contextual,operator_knowledge,,1774413218,[],operator_authored_session_2026_03_24,,,0
OP12-115,usage,"Don't sleep on this event. It's a 1-cost counter that gives plus 2000 power during battle, and if you're at 2 or less Life it also pulls a Trafalgar Law back from your trash to hand. The trick is using it as a counter first, then getting the Law back to use again later. A lot of newer players miss that — it's not just a counter card.",0.95,2026-03-24 21:33:38,contextual,operator_knowledge,,1774413218,[],operator_authored_session_2026_03_24,,,0
ST10-010,usage,"Hand control in a midrange deck. Spend 1 DON!! and if your opponent has 7 or more cards in hand, you pick and trash 2 of them. Opponents holding a big hand usually have counters ready — this takes that away. Not something you need every game, but when it matters it really matters.",0.95,2026-03-24 21:33:38,contextual,operator_knowledge,,1774413218,[],operator_authored_session_2026_03_24,,,0
OP12-108,usage,"Your early game setup piece. This card helps you dig for the Laws you need before the midgame kicks off. Rosinante works best when you already have strong Law targets in hand — this is how you make sure that happens consistently. Run it, find your pieces early, and the rest of the deck flows much more naturally.",0.95,2026-03-24 21:33:38,contextual,operator_knowledge,,1774413218,[],operator_authored_session_2026_03_24,,,0
OP09-069,usage,"Another consistency piece for the early game. The deck lives and dies by having the right Laws ready when Rosinante's cost reduction is online. This card helps you get there. Not flashy, but the kind of card that makes everything else work — experienced Rosinante players know exactly why it's in the list.",0.95,2026-03-24 21:33:38,contextual,operator_knowledge,,1774413218,[],operator_authored_session_2026_03_24,,,0
OP13-099,usage,"This is the card that makes Imu unfair. It lets you play a Five Elders character for just 3 cost — up to the number of DON!! you have on field. Without this Stage online, the deck is just setup cards with no payoff. With it, one turn can put multiple massive bodies on board at the same time. Find it, protect it, win.",0.95,2026-03-24 21:33:38,contextual,operator_knowledge,,1774413218,[],operator_authored_session_2026_03_24,,,0
OP05-097,usage,Imu starts the game with this already in play — which means the deck has structural setup before turn one even happens. It's a small advantage but it sets the tone. Imu doesn't play from behind; it starts ahead and stays there.,0.95,2026-03-24 21:33:38,contextual,operator_knowledge,,1774413218,[],operator_authored_session_2026_03_24,,,0
OP13-086,usage,"Your early game workhorse. She helps you find Five Elders pieces while also loading the trash — which is exactly what Imu needs in the first few turns. Once she's done her job you can cash her in with the Leader effect. Efficient, unassuming, and genuinely important to how smoothly the deck runs.",0.95,2026-03-24 21:33:38,contextual,operator_knowledge,,1774413218,[],operator_authored_session_2026_03_24,,,0
OP13-096,usage,"One of the best setup Events in the deck. It builds your hand and fills your trash at the same time — the two things Imu cares about most in the early game. If you're new to the deck, getting familiar with this card's timing is one of the first things that will make your games feel much cleaner.",0.95,2026-03-24 21:33:38,evidenced,operator_knowledge,,1774413218,[],operator_authored_session_2026_03_24,,,0
OP13-084,usage,Don't overlook this one. Ju Peter sets the base power of your Five Elders to 7000 — which turns a big board into a board that actually ends games. The difference between hitting for 5000 and hitting for 7000 across multiple bodies is massive. This is what makes the payoff turn lethal instead of just impressive.,0.95,2026-03-24 21:33:38,contextual,operator_knowledge,,1774413218,[],operator_authored_session_2026_03_24,,,0
OP13-082,usage,"This is what you're building toward. With the right Elder spread in your trash and The Empty Throne active, this card creates a board swing that most decks simply can't answer in one turn. Everything else in the deck exists to make this moment happen as cleanly and as early as possible.",0.95,2026-03-24 21:33:38,evidenced,operator_knowledge,,1774413218,[],operator_authored_session_2026_03_24,,,0
OP13-083,usage,A key piece of the Elder chain. Saturn's On Play effect extends your value and helps set up future Five Elders turns — so the deck doesn't just fire once and hope. He's part of what makes Imu feel like it can keep reloading pressure even if the first wave doesn't close things out.,0.95,2026-03-24 21:33:38,contextual,operator_knowledge,,1774413218,[],operator_authored_session_2026_03_24,,,0
OP13-089,usage,"Another Elder that keeps giving after he's played. His On K.O. effect helps you find more Five Elders pieces, which means the opponent can't just remove him and move on. Taking him out can actually help Imu set up the next wave. Opponents learn this the hard way.",0.95,2026-03-24 21:33:38,contextual,operator_knowledge,,1774413218,[],operator_authored_session_2026_03_24,,,0
OP13-080,usage,"Imu isn't just sitting there doing nothing while it sets up — Nusjuro is part of why. He handles opposing characters while the engine comes online, which buys the time the deck needs to reach its payoff turn safely.",0.95,2026-03-24 21:33:38,contextual,operator_knowledge,,1774413218,[],operator_authored_session_2026_03_24,,,0
OP13-091,usage,"Board control while you're still assembling. Mars keeps opposing threats in check so the opponent can't run away with the game during your setup window. Imu needs that breathing room, and Mars is one of the cards that provides it.",0.95,2026-03-24 21:33:38,contextual,operator_knowledge,,1774413218,[],operator_authored_session_2026_03_24,,,0
OP13-098,usage,"Core disruption Event. Imu isn't just a combo deck that ignores the opponent — this Event is part of how it stays in control while building toward the payoff turn. Flexible, impactful, and one of the cards that makes the shell feel complete rather than fragile.",0.95,2026-03-24 21:33:38,evidenced,operator_knowledge,,1774413218,[],operator_authored_session_2026_03_24,,,0
OP14-096,usage,"A modern addition that's helped Imu stay near the top of the OP14.5 format. High-quality interaction that the deck needed to compete in the current field. If you're seeing current Imu lists, this one is almost certainly in them.",0.95,2026-03-24 21:33:38,contextual,operator_knowledge,,1774413218,[],operator_authored_session_2026_03_24,,,0
OP11-097,usage,Utility and smoothness. Not the flashiest card in the deck but it helps keep things running cleanly between setup and payoff. Experienced Imu players know how much these kinds of glue Events matter when the deck needs to buy one more turn.,0.95,2026-03-24 21:33:38,contextual,operator_knowledge,,1774413218,[],operator_authored_session_2026_03_24,,,0
OP13-016,usage,Your turn one priority. Garp gets the early hand-building started so you're not scrambling to find your 6000-power bodies in the midgame. Ace wants to hit the ground running — Garp is a big part of how that happens consistently.,0.95,2026-03-24 21:33:38,evidenced,operator_knowledge,,1774413218,[],operator_authored_session_2026_03_24,,,0
